X,Y,FID,LEAAUNumbe,LEAInstNam,LEACategor,LEAIUNumbe,LEAIU,LEACountyN,LEAStatus,LEAStatusE,LEAWebAddr,LEAMailing,LEAMaili_1,LEAMaili_2,LEAMaili_3,LEAMaili_4,LEAMaili_5,LEALocatio,LEALocat_1,LEALocat_2,LEALocat_3,LEALocat_4,LEALocat_5,LEAPhoneNu,LEAPhone_1,LEAAdminTi,LEAAdminSa,LEAAdminFi,LEAAdminMi,LEAAdminLa,LEAAdminSu,LEAAdminPh,LEAAdmin_1,SchoolInst,SchoolAUNN,SchoolBran,SchoolName,GradeYear,GradeList,GradeCtgy,K4_Half,K4_Full,K5_Half,K5_Full,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Elementary,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Secondary_,SchoolCoun,SchoolStat,SchoolSt_1,SchoolWebA,SchoolPhon,SchoolPh_1,SchoolMail,SchoolMa_1,SchoolMa_2,SchoolMa_3,SchoolMa_4,SchoolMa_5,SchoolLoca,SchoolLo_1,SchoolLo_2,SchoolLo_3,SchoolLo_4,SchoolLo_5,SchoolAdmi,SchoolAd_1,SchoolAd_2,SchoolAd_3,SchoolAd_4,SchoolAd_5,CyberSchoo
-79.9257203226231,40.423426545923,141,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,363,Pittsburgh Minadeo K-5,2017-2018,"PreKF,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998/07/21 00:00:00+00,http://www.pghschools.org/,(412)529-4035, ,6502 Lilac St, ,Pittsburgh,PA,15217,3034,6502 Lilac St, ,Pittsburgh,PA,15217,3034,Principal,Mrs,Melissa, ,Wagner, , 
-80.0398283715324,40.4801635476036,142,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,365,Pittsburgh Morrow K-8,2017-2018,"PreKF,K5F-6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998/07/21 00:00:00+00,http://www.pghschools.org/,(412)529-6600, ,1611 Davis Ave, ,Pittsburgh,PA,15212,1807,1611 Davis Ave, ,Pittsburgh,PA,15212,1807,Principal,Mr,Darrel, ,Prioleau, , 
-79.9930558210752,40.4565153001226,143,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,379,Pittsburgh Schiller 6-8,2017-2018,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1994/07/25 00:00:00+00,http://www.pghschools.org/,(412)529-4190, ,1018 Peralta St, ,Pittsburgh,PA,15212,5002,1018 Peralta St, ,Pittsburgh,PA,15212,5002,Principal,Ms,Paula, ,Heinzman, , 
-79.9782743143662,40.4279473205163,144,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,395,Pittsburgh Phillips K-5,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1994/07/25 00:00:00+00,http://www.pghschools.org/,(412)529-5190, ,1901 Sarah St, ,Pittsburgh,PA,15203,2019,1901 Sarah St, ,Pittsburgh,PA,15203,2019,Principal,Mr,Michael, ,Calvert, , 
-79.9928129076392,40.4244961578939,145,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,400,Pittsburgh Grandview K-5,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1990/08/22 00:00:00+00,http://www.pghschools.org/,(412)529-6605, ,845 McLain St, ,Pittsburgh,PA,15210,1043,845 McLain St, ,Pittsburgh,PA,15210,1043,Principal,Ms,Sharon, ,Fisher, , 
-79.919373318204,40.4294238117947,146,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,409,Pittsburgh Allderdice HS,2017-2018,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,1997/07/15 00:00:00+00,http://www.pghschools.org/,(412)529-4800, ,2409 Shady Ave, ,Pittsburgh,PA,15217,2409,2409 Shady Ave, ,Pittsburgh,PA,15217,2409,Principal,Dr,James, ,McCoy, , 
-79.9894057558701,40.3908184999133,147,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,412,Pittsburgh Carrick HS,2017-2018,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,1998/07/21 00:00:00+00,http://www.pghschools.org/,(412)529-7700, ,125 Parkfield St, ,Pittsburgh,PA,15210,4111,125 Parkfield St, ,Pittsburgh,PA,15210,4111,Principal,Ms,Angel, ,Washington, , 
-80.0190364061407,40.4891681397238,148,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,416,Pittsburgh Perry HS,2017-2018,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,1992/05/13 00:00:00+00,http://www.pghschools.org/,(412)529-3400, ,3875 Perrysville Ave, ,Pittsburgh,PA,15214,1824,3875 Perrysville Ave, ,Pittsburgh,PA,15214,1824,Principal,Mr,James,V,Cooper, , 
-80.0205648644438,40.4146435055325,149,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,6019,Pittsburgh Beechwood K-5,2017-2018,"PreKF,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1990/09/04 00:00:00+00,http://www.pghschools.org/,(412)529-7390, ,810 Rockland Ave, ,Pittsburgh,PA,15216,3811,810 Rockland Ave, ,Pittsburgh,PA,15216,3811,Principal,Ms,Sally, ,Rushford, , 
-79.9153657369905,40.4330648325494,150,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,6022,Pittsburgh Colfax K-8,2017-2018,"K5F-6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998/07/21 00:00:00+00,http://www.pghschools.org/,(412)529-3525, ,2332 Beechwood Blvd, ,Pittsburgh,PA,15217,1818,2332 Beechwood Blvd, ,Pittsburgh,PA,15217,1818,Principal,Dr,Tamara, ,Sanders-Woods, , 
-79.9174391843118,40.4681984537276,151,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,6024,Pittsburgh Dilworth K-5,2017-2018,"PreKF,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1992/05/13 00:00:00+00,http://www.pghschools.org/,(412)529-5000, ,6200 Stanton Ave, ,Pittsburgh,PA,15206,2245,6200 Stanton Ave, ,Pittsburgh,PA,15206,2245,Principal,Dr,Monica, ,Lamar, , 
-79.9220128011724,40.4749546346898,152,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,6026,Pittsburgh Fulton K-5,2017-2018,"PreKF,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2000/07/24 00:00:00+00,http://www.pghschools.org/,(412)529-4600, ,5799 Hampton St, ,Pittsburgh,PA,15206,1639,5799 Hampton St, ,Pittsburgh,PA,15206,1639,Principal,Ms,Karen, ,Arnold, , 
-79.9446749107636,40.4265255608382,153,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,6028,Pittsburgh Greenfield K-8,2017-2018,"PreKF,K5F-6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1999/08/04 00:00:00+00,http://www.pghschools.org/,(412)529-3535, ,1 Alger St, ,Pittsburgh,PA,15207,3100,1 Alger St, ,Pittsburgh,PA,15207,3100,Principal,Mr,Eric, ,Rosenthall, , 
-79.9334830467772,40.4531882504423,154,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,6042,Pittsburgh Liberty K-5,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1995/08/04 00:00:00+00,http://www.pghschools.org/,(412)529-8450, ,601 Filbert St, ,Pittsburgh,PA,15232,1809,601 Filbert St, ,Pittsburgh,PA,15232,1809,Principal,Ms,Louann, ,Zwieryznski, , 
-79.9162488923058,40.4455161646535,155,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,6044,Pittsburgh Linden K-5,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1995/08/04 00:00:00+00,http://www.pghschools.org/,(412)529-3996, ,725 S Linden Ave, ,Pittsburgh,PA,15208,2814,725 S Linden Ave, ,Pittsburgh,PA,15208,2814,Principal,Ms,Anita, ,Walker, , 
-80.0182268902207,40.4180903376572,156,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,6915,Pittsburgh Brashear HS,2017-2018,9-12,SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Allegheny,Open,1997/07/15 00:00:00+00,http://www.pghschools.org/,(412)529-7300, ,590 Crane Ave, ,Pittsburgh,PA,15216,3929,590 Crane Ave, ,Pittsburgh,PA,15216,3929,Principal,Ms,Kimberly, ,Safran, , 
-79.9053962285774,40.4466032331127,157,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7039,Pittsburgh Sterrett 6-8,2017-2018,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1992/05/13 00:00:00+00,http://www.pghschools.org/,(412)529-7870, ,7100 Reynolds St, ,Pittsburgh,PA,15208,2928,7100 Reynolds St, ,Pittsburgh,PA,15208,2928,Principal,Dr,MiChele, ,Holly, , 
-79.9894618493713,40.4652157994797,158,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7362,Pittsburgh Spring Hill K-5,2017-2018,"PreKF,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998/07/21 00:00:00+00,http://www.pghschools.org/,(412)529-3000, ,1351 Damas St, ,Pittsburgh,PA,15212,3540,1351 Damas St, ,Pittsburgh,PA,15212,3540,Principal,Ms,Erin, ,McClay, , 
-80.0367252258251,40.4072373014865,159,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7501,Pittsburgh Banksville K-5,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998/08/14 00:00:00+00,http://www.pghschools.org/,(412)529-7400, ,1001 Carnahan Rd, ,Pittsburgh,PA,15216,2901,1001 Carnahan Rd, ,Pittsburgh,PA,15216,2901,Principal,Mr,David, ,May, , 
-79.957207491447,40.4634340602396,160,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7502,Pittsburgh Woolslair K-5,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1998/08/14 00:00:00+00,http://www.pps.k12.pa.us/woolslair/site/default.asp,(412)529-8800, ,501 40th St, ,Pittsburgh,PA,15224,1458,501 40th St, ,Pittsburgh,PA,15224,1458,Principal,Ms,Lisa, ,Gallagher, , 
-80.0086586799063,40.4532387471051,161,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7615,Pittsburgh Allegheny K-5,2017-2018,"PreKF,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1999/08/09 00:00:00+00,http://www.pghschools.org/,(412)529-4100, ,810 Arch Street, ,Pittsburgh,PA,15212,5202,810 Arch Street, ,Pittsburgh,PA,15212,5202,Principal,Ms,Molly, ,O'Malley Argueta, , 
-80.0086586799063,40.4532387471051,162,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7616,Pittsburgh Allegheny 6-8,2017-2018,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,1999/08/09 00:00:00+00,http://www.pghschools.org/,(412)529-4115, ,810 Arch Street, ,Pittsburgh,PA,15212,5202,810 Arch Street, ,Pittsburgh,PA,15212,5202,Principal,Ms,Yarra, ,Howze, , 
-80.0490783797085,40.4486920490544,163,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7692,Pittsburgh Classical 6-8,2017-2018,"PreKF,6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2001/08/02 00:00:00+00,http://www.pghschools.org/,(412)529-3110, ,1463 Chartiers Ave, ,Pittsburgh,PA,15220,0,1463 Chartiers Ave, ,Pittsburgh,PA,15220,0,Acting Principal,Ms,Valerie, ,Merlo, , 
-80.0088886378393,40.4034646372666,164,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7693,Pittsburgh South Brook 6-8,2017-2018,"6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2001/08/02 00:00:00+00,http://www.pghschools.org/,(412)529-8170, ,779 Dunster St, ,Pittsburgh,PA,15226,1312,779 Dunster St, ,Pittsburgh,PA,15226,1312,Principal,Ms,Jennifer, ,McNamara, , 
-80.0079795203139,40.40289843253,165,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7694,Pittsburgh West Liberty K-5,2017-2018,K5F-5,ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2001/08/02 00:00:00+00,http://www.pps.k12.pa.us/westliberty/site/default.asp,(412)529-7420, ,785 Dunster St, ,Pittsburgh,PA,15226,1312,785 Dunster St, ,Pittsburgh,PA,15226,1312,Principal,Ms,Deonne, ,Arrington, , 
-79.9891608517674,40.3978205144464,166,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7742,Pittsburgh Roosevelt K -5,2017-2018,"PreKF,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2002/08/09 00:00:00+00,http://www.pghschools.org/,(412)529-7780, ,17 W Cherryhill Street, ,Pittsburgh,PA,15210,0,17 W Cherryhill Street, ,Pittsburgh,PA,15210,0,Principal,Mr,Michael, ,Perella, , 
-80.0247499249096,40.3939656957251,167,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7868,Pittsburgh Brookline K-8,2017-2018,"PreKF,K5F-6,7-8",ELEMENTARY/SECONDARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2006/08/10 00:00:00+00,http://www.pghschools.org/,(412)529-7380, ,500 Woodbourne Ave, ,Pittsburgh,PA,15226,2044,500 Woodbourne Ave, ,Pittsburgh,PA,15226,2044,Principal,Mr,John, ,Vater, , 
-79.911614685876,40.4600610234539,168,102027451,Pittsburgh SD,School District,2,Pittsburgh-Mt Oliver IU 2,Allegheny,Open,1999/06/08 00:00:00+00,http://www.pghschools.org/,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,341 S Bellefield Ave, ,Pittsburgh,PA,15213,3552,(412)529-3500, ,Superintendent,Dr,Anthony, ,Hamlet, ,(412)529-4357,0,Regular School,102027451,7870,Pittsburgh Lincoln K-5,2017-2018,"PreKF,K5F-5",ELEMENTARY,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allegheny,Open,2006/08/10 00:00:00+00,http://www.pghschools.org/,(412)529-3980, ,328 Lincoln Avenue, ,Pittsburgh,PA,15206,0,328 Lincoln Avenue, ,Pittsburgh,PA,15206,0,Principal,Dr,Virginia, ,Hill, , 
